author,published_time,likes,comment,isPublic
@dimasshaa8666,2024-11-10T03:16:35Z,0,"Klo menurut saya, gagalnya ini semua karena kami yang bawah, para guru2 masih banyak yang tidak sejalan dengan program kurikulum yg dirancang oleh pusat, saya sendiri yg ada di lapangan, ada juga imbas dari guru yg pro dengan calon presiden tertentu, dan calon nya kalah, akhirnya kebijakan presiden terpilih mereka anggap salah, karena tidak bersinerginya dan tidak sejalannya program dengan pelaksananya di bawah.",True
@RafGrafhy,2024-11-10T02:41:29Z,0,Zonasi kalo TK dan SD gw setuju. Karna SD disini ada yang satu kelas cuma 8 orang anak saja. Dan memilih sekolah lain .,True
@rintosukasih5346,2024-11-10T01:49:49Z,0,"Menurut saya menahan siswa di kelas krn memang belum kompeten itu sdh benar...biar siswa menyelesaikan kompetensinya dilevel yg belum dia kuasai...klo dia lanjut, tdk akan pernah menyelesaikan masalah dilevelnya. Jadi sdh benar jika dia harus tinggal kelas dulu...tdk harus malu...",True
@LLLLlll__0000,2024-11-10T01:26:11Z,0,"Only the church knows the secret of the mind. Thats why they called it &quot;The One&quot;. The Church of Illumination, the place where they have been creating The Enlighten One.",True
@zulhamefendi8337,2024-11-10T00:44:20Z,0,Salahkan nadiem yg tanpa riset mengadopsi sistem pendidikan finlandia yg karakter dan budayanya sangat berbeda dengan Indonesia,True
@muhamadyusran1656,2024-11-10T00:42:40Z,0,sekarang siswa kayak ogah2an sekolah karena gak ada beban sama sekali imbasnya guru disepelekan karena mereka merasa apapun yang terjadi mereka akan tetap naik kelas atau sudah pasti lulus. mudah2an pendidikan indonesia bisa lebih baik lagi kedepanya,True
@DioDio-bd2kh,2024-11-09T21:55:27Z,1,"Dalam 10thn pendidikan indo berbasis ke agama khususnya Islam, lebih cocok mengadopsi pendidikan arab karena doktrinya sama dan juga banyak pengajar di indo kurang kompeten,, gw pernah liat di yt ujian praktek sekolah negri &quot;tata cara pakai jilbab&quot; &quot;praktek bikin emping&quot; dll 😂",True
@Diaswp22,2024-11-09T21:54:09Z,0,Kemarin aku hampir aja ngga bisa masuk SMA karena sistem zonasi ini,True
@Diaswp22,2024-11-09T21:46:09Z,0,Hoo pantesan,True
@hasnawatiwati4673,2024-11-09T21:43:41Z,0,Aparatnya bodoh..... Rakyatnya lagi bodoh,True
@hafidhurrasyid2703,2024-11-09T20:43:32Z,0,Kurmer.. tidak boleh ada hafalan.. ini jg merusak.. bayangkan pelajaran agama tpngak boleh di hafal.. sholatnya pakai contekan..,True
@middleearth2001,2024-11-09T19:42:08Z,0,Genosida sisakan 50% Indonesia terlalu banyak populasi jadinya susah,True
@BakulSayur-z7z,2024-11-09T18:25:23Z,0,Nah nidiem aja sahamnya anjlok😂😂😂😂😂<br>Beliau belum sanggup menerima beban besar<br>Akhirnya dipaksakan lantas malah menunjukan betapa tololnya dia<br><br>Saran saya buat nadiem koplak ya😂<br>Anda belum siap mendapat mandat besar<br>Nadim sja urusi gojek masih tolol kok malah jadi mentri<br>Ya malah tolol si nadim karena otaknya gak sampai ke situ😂,True
@nujuneee,2024-11-09T16:38:54Z,0,Yang gua heran kenapa orang Indonesia banyak yang pinter dan kritis tapi gak mau stop Nadiem saat dia mau nerapim semua itu . Apa orang orang di atas sana tidak bisa lobi atau menghalau dengan kekuatan mereka,True
@shakiramaheswari3065,2024-11-09T15:06:50Z,0,"Dulu pas kelas 7 ada temen kelas ku yang baca masih ngeja aku kaget bgt ku kira aku yang salah denger ternyata dia emang gabisa baca lancar. Skrg udh kls 9 gatau perkembangan dia gimana skrg, udah beda kelas",True
@NaimNaim-ls4eo,2024-11-09T14:58:55Z,0,Anak dulu memang handal.. karena di ajarkan adabb dan moral..PMP.. anak sekarang di ajarkan game.. jadi ini lah hasil nya.. pembodohan,True
@Gugugaga-86,2024-11-09T14:33:24Z,0,Klo gw jd presiden gw udah penjara in itu menteri nya.. Dampak nya udah sangat merusak generasi,True
@Gugugaga-86,2024-11-09T14:22:30Z,0,"Gw kira siswa smp, sma yg ga bs baca dan berhitung itu cm konten.. Ternyata kenyataan.. Miris bgt zaman ini. Kaya di zaman jahiliyah",True
@AhmedWahyoe-d2q,2024-11-09T14:17:41Z,0,Mantan mentrinya sekarang pasti lg tepuk tttangan dan kegirangan liat anak2 skrng,True
@LLLLlll__0000,2024-11-09T14:14:39Z,0,Cuman gereja sebenernya yg tahu rahasia otak manusia,True
@al-fistudio1536,2024-11-09T14:05:47Z,0,😂kalo g lancar baca ya salah anaknya dan ortunya.males.,True
@akhmadsyarifudin3826,2024-11-09T14:00:15Z,0,"TK sama SD bisa lah pakai system zonasi, SMP 50/50, kalau SMA tu sudah tidak relevan. SMA sudah harus d ajarkan kompetisi, dunia kerja itu kompetisi, hidup itu kompetisi",True
@DewRose18,2024-11-09T13:58:34Z,0,"Memang setiap kebijakan harus selalu ingat prinsip dasar POAC. Planning, Organizing, Action dan Controlling. Rata2 setiap actiion yg dieksekusi di setiap kegiatan masyarakat lupa pada poin Controlling...",True
@wawanhermawan6494,2024-11-09T13:48:09Z,0,Mana nih bang video lanjutannya,True
@RomaSafi-vu7bo,2024-11-09T13:28:04Z,0,Yg salah orang tua nya lah<br>Kaya ibu ini triak2 coba anak nya di sekolah di cubit dikit pasti triak2 dia,True
@aseptaruna6108,2024-11-09T13:19:50Z,0,"Sangat sedih melihat penurunan kemampuan peserta didik dari segi akademik mapun sikap. Kesannya kita hanya fokus pada pencitraan memoles semua terkait pendidikan agar terlihat baik dengan dalih tuntutan aturan, padahal kita mungkin belum siap akan hal tersebut. Padahal yg paling penting PR kita bagaimana memciptakan pembelajaran yang efektif dan efisien agar dapat mencetak lulusan yang berkualitas dan berdaya saing. Mudah2an kedepan ada perubahan.",True
@deddykurniawan4388,2024-11-09T13:05:51Z,0,"pendidikan ada levelnya....basic ilmu ngak ada mau menganalisa...gimana gx ancur...membaca aja belom lancar disuruh analisa ...makanya klo narok orang di bidang pendidikan jangan asal2x,,,yang penting influencer yg udah endors,,,rightman in right place please terapkan ...klo pengen generasi kedepan gc ancur",True
@desciko5547,2024-11-09T12:54:59Z,0,"Pendidikan hancur, korupsi berbudaya.",True
@joeonta6003,2024-11-09T12:44:19Z,0,"&quot;Ga merdeka aja ga belajar, apalagi merdeka.. &quot; Wkwkwkwkw",True
@revinaikasari8882,2024-11-09T12:40:06Z,0,Memang kurikulum merdeka membuat bingung.anakku sampe stres ngadepin kurikulum ini,True
@EquAnox13,2024-11-09T12:22:30Z,0,"&quot;sistem zonasi&quot;. yg dulu ny reputasi sekolahny baik, sekarang malah jdi rusak, krna pergaulan anak yg kurang berakhlak di bawa² kesekolah 😂",True
@ariwibowo58,2024-11-09T11:23:01Z,0,"Itu semua gara-gara kurikulum merdeka ! GOBLOK nya Nadiem, membuat pendidikan di Indonesia dibawah Timor leste !",True
@ariwibowo58,2024-11-09T11:15:06Z,0,"Nadiem ini manusia tolol, yg dipikirkan cuma cuan pribadi ! Anji** nggak tuh !",True
@sugenghebat6595,2024-11-09T10:34:21Z,0,"salahnya, anak tetap naik kelas. dan disini permasalahannya",True
@noviaistiqlalia9044,2024-11-09T10:18:27Z,15,"Hal yg benar2 saya ingat dulu tanpa gadget, tanpa teknologi terkini saya semasa SD sudah mampu membayangkan bagaimana negara2 di wilayah Eropa dengan memahami peta, tata letak, nama negara, dan hal2 yg erat kaitannya dengan materi tsb. Dan kini saat saya ceritakan, saya ajarkan kepada anak saya begitu sangat2 menyedihkan dia bahkan tidak paham peta negara Indonesia sendiri, lantas bagaimana mau memahami negara lain 😢",True
@Ambatoblow2004,2024-11-09T10:15:39Z,0,"Sejak Nadiem gojeg menjabat , pendidikan jadi jeblok 0 besar",True
@wayangunawan1217,2024-11-09T08:40:26Z,0,Sistem zonasi  adalah bentuk diskriminasi terhadap anak&quot; pedesaan.,True
@Opik-h8k,2024-11-09T08:27:29Z,0,menurut gua kebanyakan murid zaman sekarang selalu apa2 pakai Google ngerjain tugas pr ujian sehingga otak itu gak ada yang hapal soal pelajaran di zaman gw sd kan blm ada Google harus hafalin liat dan baca buku ntar kan nempel ke otak selamanya,True
@bonjrot-fc4pg,2024-11-09T08:07:41Z,0,"gurunya kebanyakan administratis,saya punya anak 2 dan mengalaminya,untung dia mau belajar cari sendiri bahan di internet",True
@PierreVivaldi,2024-11-09T07:26:32Z,0,"Awalnya ketawa ketiwi liat anak-anak ga bisa hitung, baca, dan cuman main hp (anak-anak boleh kok bahagia dulu sebelum sekolah serius, tapi bukan berarti orang tua ngelepas anaknya begitu aja). Sekarang, liat banyak anak SMP - SMA yang gabisa pembagian, perkalian, dan operasi matematika lain... Aduh, sedih. Tolong pemerintah tolong perbaiki Indonesia dari akarnya.",True
@herlynsusi6760,2024-11-09T06:54:32Z,0,"Itu cuma 0,0...% kali dan anaknya ga pernah belajar dgn sungguh2",True
@SuxxxMyDixxx,2024-11-09T05:57:19Z,4,<b>NADIEM KONTOOOOL... 🥳🎉🎊🥰</b>,True
@HifniZul,2024-11-09T05:42:06Z,0,Muhadjir goblok. Baru tau ada petinggi MUhammdiyah tapi goblok,True
@srisaptono5752,2024-11-09T05:30:25Z,0,"Pada akhirnya IQ rata2 indonesia jadi 78,5 sedikit diatas sipanse😂",True
@yayanekalaya9281,2024-11-09T05:27:15Z,0,"Masyarakat selalu jadi korban sistem pendidikan yg seperti puzzle bongkar pasang. Sistemnya selalu diubah begini begitu tapi tidak memperbaiki kualitas pendidikan. Menteri baru selalu keluarkan sistem baru yg mereka pikir &quot;terobosan&quot; yang tepatnya adalah &quot;uji coba&quot;, belum selesai diaplikasikan sepenuhnya &amp; diperbaiki, eh muncul Menteri baru yg bawa sistem &quot;uji coba&quot; baru. Lah kapan selesainya 😂<br>Yg jelas sistem pendidikan sekarang hanya memprioritaskan laporan kesuksesan di atas kertas yg sebenarnya rekayasa. Jadi bukan memprioritaskan kualitas, tapi kuantitas berdasar angka, kertas. <br>Angka kelulusan bertambah, angka putus sekolah rendah, nilai baik, jumlah sekolah bertambah, tenaga guru bertambah.. Angka yang jadi tolak ukur, bukan apa isi otak generasi mereka yg bersekolah.",True
@Soleil-yd8jm,2024-11-09T05:04:52Z,1,"Di tahun 2019, gue bersyukur bisa lulus SMP dengan nilai UN yang sangat memuaskan (38.1 an seinget gue). Gue mencoba daftar di beberapa SMAN favorit di kota gue yang dianggap “elite&quot;. Waktu itu, harapan gue tinggi banget buat bisa keterima karena emang gede kan nilai UN nya, tapi karena aturan zonasi, nama gue nggak masuk di daftar penerimaan. Jujur aja,sejak saat itu, semangat belajar gue berkurang karena rasanya nggak sesuai sama target awal gue.",True
@meela6739,2024-11-09T04:20:23Z,1,"Suka gregetan sm istilah &#39;Anak itu py byk kecerdasan, jgn mengotak2kan kecerdasan anak&#39; (bener si tp mau sekolah di manapun, di Indo atau luar negeri, yg diajarin itu cm umumny 4 kecerdasan:Linguistik, matematis, visual spasial, kinestetis), Anak itu jgn di bikin rangking ... (yaaaa kalo parameter awalnya nilai, ga masalah dirangking, kalo jd masalah mending pas ulangan, dbikin esay trus jawaban dianggap benar semua, krn itu hsl pemikiran😂)",True
@antoniussimon8930,2024-11-09T03:48:57Z,0,Mas ferry kok ada sih yang install Fifa 2025 di pc yang celeron. Dia itu gamer atau cuman hura-hura doang?,True
@gssatyaa,2024-11-09T03:22:01Z,0,"halo, ini kayanya gue terlalu telat buat komen. dan kebetulan video ini baru muncul hari ini di beranda youtube gue. gue sendiri pernah merasakan jd seorang pengajar di Sekolah Dasar Negeri selama kurang lebih 2,5 thn. pada saat itu bebarengan sama waktu pandemi, ketika mengajar pun rasanya beda banget. dari pas semasa gue dulu sekolah sm apa yang gue rasain dikelas pas sewaktu ngajar murid gue pun ga sama. lebih hambar dan kesannya ga hidup ketika di kelas. makin kesini juga, makin banyak cerita² dari temen gue yg notabene satu profesi juga merasakan hal yg sama. kebetulan juga, gue punya adek kandung yang sekolah di SMPN sekarang, dan ya sama. dirumah jarang bgt belajar bahkan ga pernah. bljar sebentar dgn alasan cape, gada PR dan sebagainya. miris banget sama pendidikan sekarang, dampaknya ga main main😢",True
@enndang3666,2024-11-09T01:45:09Z,0,Kembalikan semangat belajar dan berkompetisi yang sehat untuk anak&quot; kita. Salah satunya dengan UN,True
@ahmadinejadbkn4197,2024-11-09T00:59:25Z,0,Tangkap si Nadiem Makarim,True
@suhartono6175,2024-11-09T00:58:02Z,0,Tolongg liat komen sy. <br>Anak2 muda kita udah dari dini di sisipi hal2 porno. Dan mereka udah mulai colay dari usia yg sangat dini. Indonesia udah parah film porno. <br>Otak otak pemuda kita otak bokep. Saraf putus karna coli. Gk fokus blajar.,True
@ILHAM69061,2024-11-09T00:28:47Z,0,Dan sistem zonasi membuat banyak ortu yg nyogok,True
@jefrikusumah1697,2024-11-08T23:50:24Z,0,"Di Garut SMAN1Garut, SMKN1Garut kursi zonasi dijual belikan. Kamuflasenya  orang tua menitipkan nama anaknya di kartu keluarga orang lain sebagai syarat administrasi, setelah itu sekolah  transaksi  kursi  ke ortu murid. Yang lewat PPDB dipungut atas nama komite ortu 10 sampai 16 juta perortu, uang yang ditarik sekolah tidak boleh lewat transfer bank, tapi lewat TU kepada seseorang.  Tal ada pengawasan, tak ada audit pemerintah atas uang yang dikasih ortu ke sekolah.<br>Gila.memang Garut, belasan tahun lebih ini berlangsung yang tiap tahunnya naik terus.<br>Wajah ini menakutkan ortu yang penghasilan dibawah UMR tapi punya anak berpotensi baik, jual beli kursi ini memperkaya seseorang, sampai dia punya sekolah sendiri, tanah luas rumah besar, gw bisa tunjukin orangnya dan aset2nya",True
@hartantodhigadho3703,2024-11-08T16:38:24Z,0,👍👍,True
@noviindriati1602,2024-11-08T16:29:00Z,0,"Beneran di sekitaran saya, ada anak kelas 1 SMU gk bisa baca. Ada juga kelas 5 gk bisa baca. Dan teman sekelas anak saya kelas 7, ada dua anak gk bisa baca pula...😢 Kok bisa???? Makin mundur ...😢😢😢",True
@misrun1692,2024-11-08T13:32:01Z,0,Dan parahnya keponakan gua anak lulusan sma tidak tahu kalau indonesia ada tiga zona pembagian waktu...fiixx parahhh,True
@John_667,2024-11-08T13:25:17Z,1,"yg bego nya itu, dlu waktu sd 1 kelas yg pintar gw doang, nyontek ma gw mulu, kontolnya gw mau lagi ya gmna lgi klo gk, gk di temenin 🗿🗿🗿",True
@John_667,2024-11-08T13:25:17Z,1,"yg bego nya itu, dlu waktu sd 1 kelas yg pintar gw doang, nyontek ma gw mulu, kontolnya gw mau lagi ya gmna lgi klo gk, gk di temenin 🗿🗿🗿",True
@AsmiranMs,2024-11-08T13:16:52Z,1,"Kadang-kadang emang lucu dikita ini, melihatnya terus ke atas sementara kita masih merangkak di tanah.",True
@Toplin_Go,2024-11-08T13:09:32Z,0,"Sejak 2014 adek gw udh dapat tugas nyari di internet di copy paste  udh gitu aja, <br><br><br> Nah tugas apapun yg di berikan sejatinya mereka hanya belajar searching, bukqn belajar ilmu,   sepertinya sudah salah sejak awal sih sistem nya",True
@AbdHaris-hn3cv,2024-11-08T12:44:06Z,0,10 tahun sengaja  pendidikan dirusak biar anak² indonesia bodoh . Dan  indosesia tidak bisa  jadi negara  maju,True
@ArdinataSadikin,2024-11-08T12:43:27Z,0,"yg nadiem bilang di video nggak ada bobotnya sama sekali, pake bahasa njlimet tapi nggak ada isinya",True
@ArdinataSadikin,2024-11-08T12:40:20Z,0,"mengurangi persaingan di dunia kerja, karena banyak yg goblok sekarang😂",True
@Windra-k5f,2024-11-08T12:23:55Z,0,"Aku turut perihatin dengan pendidikan sekarang, dan aku berdoa pendidikan Indonesia lebih maju",True
@sekreppkpelaihari,2024-11-08T12:17:57Z,0,DOSA BESAR PEMERINTAHAN JOKOWI DAN PARA APARAT YANG DIPILIH NYA MENJADI MENTERI YANG MERUSAK NEGERI INI<br>INILAH KENAPA GUA KAGA SUKA SISTEM BALAS BUDI<br><br>MENTERI PENDIDIKAN YANG DI USUNG BUKAN DARI KEAHLIANNYA<br>HERAN GUA SAMA PEMERINTAH<br><br>GUA PENGEN PARA PEMIKIR SEPERTI MAS FERRY INI MENJADI SALAH SATU MENTERI PENDIDIKAN,True
@ramandaputra2641,2024-11-08T12:10:21Z,0,BISMILLAH BANG FERRY JADI MENTERI INDONESIA,True
@randyoi7391,2024-11-08T11:49:59Z,0,"Mas Ferry, anda kan dekat dengan mbak Nana...coba tanya kakaknya dia itu, mau dibawa ke mana pendidikan kita? IYKYK",True
@bentarbuyu9866,2024-11-08T11:18:52Z,0,Kayaknya kita akan surplus kedunguan jika ini tdk ada perubahan kedepan😢.,True
@muammarmuammar9603,2024-11-08T11:04:40Z,0,"Saya coba uji pengetahuan dasar keponakan saya yg sudah SMP dengan pelajaran SD aja pada ngak tahu, asli ini gagal lah.",True
@adicandra9940,2024-11-08T10:38:00Z,0,"Salah satu faktor yg tidak disebutkan bang Ferry disini adalah, anak2 SMP/SMA ini adalah generasi zoomer, yg mana TK/SD-nya mereka diharuskan belajar dr rumah (yg notabene, jujur aja, malah jd org tuanya yg belajar / mengerjakan PR anaknya). jadinya kemampuan dasarnya ya jeblok. hal ini diperparah dgn sistem zonasi dll.",True
@BoengAdi,2024-11-08T10:06:40Z,0,Kegoblokan nadim yg hqq,True
@AldianmalikIbrahim,2024-11-08T09:10:10Z,0,Jadi Dilema Guru itu Anak pintar pasti lolos tapi Anak yang Jelas jelas Gak selayaknya naik tapi mesti tetap dinaikan atau diloloskan makanya peristiwa viral itu terjadi,True
@ah88856,2024-11-08T08:34:56Z,0,banyak yg ga tahu agenda besar mulyono itu menggagalkan negara secara sistemik sehingga  selalu tergantung negara lain.<br><br>•impor murah menghancurkan industri dalam negeri<br>•pendidikan bagus harus keluar ke negara tetangga<br>•kesehatan bagus harus keluar ke negara tetangga<br>•membiarkan pinjol &amp; judol<br><br>tujuan besarnya supaya penduduk turun kelas supaya industri besar dapat tenaga besar murah,True
@ahmadbalya8739,2024-11-08T07:43:05Z,0,Lebih banyak ke bikin kontennya bang😂😂😅,True
@exactlymeizza8917,2024-11-08T07:34:06Z,0,Tapi ini juga faktor pandemi sih 😢,True
@zazlysanjaya8807,2024-11-08T07:32:51Z,0,garuuut sebelah kanan nya perancis guys,True
@ranarajaswa6049,2024-11-08T07:24:48Z,0,ternyata sekolah swasta dari TK sampe SMA engga buruk juga,True
@dendymustopa3623,2024-11-08T06:11:51Z,0,"Semakin lama semakin gk mutu,cuma di ulang2",True
@rahmanfauzi6119,2024-11-08T05:52:38Z,0,akibat UN dihapus,True
@mei11,2024-11-08T05:49:18Z,0,Pak Nadiem pak Nadiem mana yg kata nya mau benerin pendidikan di indo<br><br>Makin parah ini😢,True
@putuseptarisna8277,2024-11-08T05:29:39Z,0,jelas&quot; system Zonasi ini melanggar UUD&#39;45 bahwa setiap warga negara berhak memperoleh pendidikan 👍 tdk boleh dibatasi zona atopun hal&quot; lainnya. Ini namanya pembatasan hak&quot; warga negara 😮,True
@unknownmoon3947,2024-11-08T04:53:48Z,0,&quot;Tidak merdeka aja tidak belajar apalagi merdeka&quot;😂,True
@einsteineducation9012,2024-11-08T04:33:06Z,0,"kurikulum merdeka :Tugas akademik  nyaris tidak ada, ujian final tidak ada, bawa ponsel bebas di kelas  (umumnya SMA) so kelas jadi arena maen game online, buku dari pemerintah banyak gak dipakai di sekolah dengan alasan gak relevan padahal sudah ngabisin anggaran APBN triliunan rupiah untuk pengadaan buku, anak-anak beli buku yang lain lagi tentunya. hadeh....parah pake banget ....Quo Vadis!!!",True
@cerita_om_don,2024-11-08T03:54:31Z,0,"om ded, please mohon dilindungi orang2 seperti ini",True
@lordkazuma2608,2024-11-08T03:52:06Z,0,"Ingin digiring seperti apapun pendidikan di negri ini jika setiap individunya masih belum memiliki kesadaran diri untuk menjadi lebih maju akan percuma, setiap generasi mungkin 1:100.000 orang yg bisa maju membimbing yg lain, tetapi jika kemauan yg lain utk mengikuti orang yg maju itu tidak ada tentu percuma,. Dorongan, dukungan, bahkan cambukan pun tidak akan membuahkan hasil jika tidak dibarengi dg kemauan diri sendiri,. Intinya setidaknya pemerintah sudah berupaya utk melakukan semua hal yg mereka kira bisa memajukan pendidikan di negri ini, selebihnya terserah masing2 dari upaya kita sendiri utk menjadi lebih baik hidup kita kedepan,.",True
@sinemabuddies219,2024-11-08T03:17:28Z,1,"Selain karena sistem pendidikan yang buruk dan menggampangkan, salah satu faktor adalah aplikasi laknat bernama tiktok. Karena aplikasi ini, anak-anak memiliki short attention span dan terpapar informasi hoax. Hal ini memperburuk cara berpikir anak-anak yang sudah buruk krn sistem pendidikan yang makin membodohi anak2 tersebut. Kasian sekali eeee",True
@mrvividprojectofficial,2024-11-08T02:32:56Z,0,Sumpah denger SMP sekolah makan mpek mpek ketrigger gw wkwkw,True
@AntonWahyudi-l3p,2024-11-08T01:59:26Z,2,Aneh sihhTukang ojek kok di jadiin mentri 😂😂,True
@sirajsoe,2024-11-08T01:51:50Z,0,Buat apa sekolah gak bisa baca gak bisa nulis gak perlu pintar <br>Buang waktu saja <br>Klu hanya cari ijasah buat apa juga <br>Ujung2 berguna,True
@zsunday,2024-11-08T01:47:21Z,0,temenku ada yg joki PPG tetangganya. aslinya nadim ini gimana sih aturan2nya,True
@zsunday,2024-11-08T01:45:18Z,0,"pas nulis dikapur merinding denger suara kapurnya tp infonya bagus, kebetulan orang malang juga wkwk",True
@yulianidwiastuti968,2024-11-08T01:45:12Z,0,"Aku mau share pengalaman ku kak. Aku guru bhsa inggris, di kelas nilai yg tuntas kadang cuma 2 atau 3 org aja. Tidak prnah smpai 5 org. Bahkan ad yg gak tuntas semua. Jdi prnah di tegur sama guru lain kok nilai <a href=""http://b.ing/"">b.ing</a> jelek, sedangkan matematika nilai tuntas semua. Fun fact nya aku tanya ke siswa belajar ny gimana smpai nilai tinggi gtu, mreka blg “ibu ngasi kami soal ulangan miss, hbis itu dikerjakan sama2, trus pas ulangan akhir semester kami tinggal ngafalin jawaban yg ada aja”. Aku cukup tercengang dgan jawaban siswa 😂 gila bnget pas ulangan udh tau soalnya tinggal hafalin jawaban aja, dan itu gak hanya 1 mapel, ada bbrpa mapel 😂 astagah aku smpai tidak bisa berkata2. Aku yg setiap ngasi soal selalu beda, baik ulangan harian bahkan ujian selalu beda supaya upgrade soal. Tau2 ny yg laen ngasi soal beserta jawaban tinggal hafalin jawaban 😂😂😂",True
@galihjati443,2024-11-08T01:15:06Z,0,"tahun ini anak SMA gagal baca, gagal IPS, gagal IPA..... tarik kebelakang deh, bukan gegara makarim aja",True
@svonkarmo433,2024-11-08T00:56:19Z,0,"<b>Intellectual curiosity!</b>  Dulu sekali saya masuk SMA 15 km dari rumah.  Naik sepeda pulang balik, lalu indekos (masak sendiri).  Sekolah pelaut, jadi masinis dikapal 6 tahun (muntah2 terus - sebab bukan pelaut).  <i>Fighting spirit</i> IC dan iman kuncinya.",True
@geovannicaa,2024-11-08T00:51:23Z,0,"ikut cerita drh, kalo diinget masih sakit sih, ak dari smp udah optimis masuk sma, eh pas lulus ternyata zonasi dan ya KK ku ga masuk ke zonasi sma manapun, ortu nyaranin buat swasta tp ak gamau karna ak tau pas itu bener2 g pegang uang samsek, alhasil ikut saran dr tetangga suruh masuk smk kecantikan, yg dimana g pernah terbesit di otak, alhasil lulus dg tidak puas, minat hidup hilang, ga bisa bermimpi lagi, setahun kerja tp masih kebayang-bayang pgn kuliah, tp sadar diri+minder buat daftar di ptn favorit, ortu juga berat buat nguliahin, tp karna pgn bgt aku doaa terus ama belajar dikit2, dan akhirnya bisa kuliah walauuuu bukan kampus favorit dan g pernah kepikiran masuk kampus itu hehe, sedih dan marah,  katanya sih udah jalannya kea gini, tp kalo dipikir2 dulu g ada zonasi mungkin ak sekarang lagi ngampus di top ptn dan masih bisa bermimpi.",True
@hendrawijaya8485,2024-11-08T00:35:36Z,0,"Akibat Predator Lobang Koreng alias LGBT jadi Mentri Konoha  : Ciri ciri nya Jelas (kasat mata)😅<br><br>HasiL nya jadi Duyung .<br><br><a href=""http://www.youtube.com/results?search_query=%23pendidikan"">#pendidikan</a> aLa Bencong m4k4r1m /Mentri paling Ongok raya hanya mementingkan bisnis Nya",True
@hubba6111,2024-11-08T00:00:09Z,0,"Pengalaman saya SMP 4 tahun di 4 SMP yang berbeda, dari mulai akreditasi A,C bahkan berakreditasi TT semuanya mempunyai hal yang sama yaitu jam kosong yang banyak,guru yang jarang masuk kelas bahkan 1 semester hanya 2x pertemuan.Menurut saya sekolah untuk sekarang ini tidak tepat di sebut dengan tempat belajar,karena menurut saya sekolah lebih seperti taman bermain.Saya lebih banyak melihat murid pacaran,bermain hp, mengobrol,dibandingkan dengan belajar.<br><br>Dan sekarang saya lebih nyaman di sekolah akreditasi TT,karena menurut saya sekolah dengan akreditasi tinggi lebih mengeluarkan biaya yang cukup besar dan waktu sekolah yang lama padahal cukup sering jam kosong.Dari pada saya menghabiskan banyak waktu dan uang orang tua saya untuk sekolah yang bagus tapi hasilnya 0,lebih baik saya sekolah yang paling biasa (biaya murah dan waktu belajar sedikit),sebagai gantinya uang dan waktu yang saya miliki,saya habiskan untuk belajar bimble online seperti ruang guru.",True
@yogasetiawan5881,2024-11-07T23:40:20Z,0,"setelah coba search di google jumlah sekolah di finlandia itu 3.142 dan di indonesia 439.784 jauh banget, belum lagi kualitas jumlah sekolah nya",True
@bermanfaatkah1029,2024-11-07T23:34:18Z,0,"Dan ngeliat ade sendiri banyak banget liburnya sekolah ;&quot; Udah gitu kalo setiap ujian dia pasti wa &quot;ini jawabannya apa teh? &quot; Pastiii saya larang untuk mencari jawaban kepada orang lain. Saya menjunjung kejujuran. Tapi ade selalu jawab, di google aja banyak. Kata dia orang boleh ko bawa hp, internet harus ada. Hiiiiii dulu mana ada sekolah saya kaya begituuuuu",True
@rendybagusaditya4210,2024-11-07T23:19:03Z,0,Zonasi itu awal nya untuk pemerataan tapi kenyataannya di tempat gw tinggal ada  sekolah negeri dan swasta tutup gara gara ga dapat siswa . Knapa ga dapat ? Karena rata rata ortunya pada ngakalin titip domisili di berapa keluarganya hanya demi sma yg favorit disana.,True
@mohammadarifin5444,2024-11-07T23:17:44Z,2,"Saya guru smp negeri yg hampir pensiun. Cuma bisa berharap menteri baru bisa mengurai masalah pendidikan yg rumit satu demi satu. Memberi solusi yg lebih bisa diterima dan memperbaiki mutu pendidikan kita. Saya juga mengajak semua untuk bersabar, agar pak Abdul Mukti bisa menentukan kebijakan yg terbaik buat anak anak kita.",True
@nobertenzakaria3593,2024-11-07T22:51:48Z,0,Saya lebih senang dengan kurikulum renjana.,True
@finasayangku6218,2024-11-07T18:23:02Z,0,"Justru zonasi mlah guru2 tdak bsa korupsi dlu wakti belum ada zonasib1 bangku sja 2 juta tahunb 2010 sampek 2019 , klau yg pintar emg gak byar sih, tpi kuota terbatas",True
@ridoekal3619,2024-11-07T18:07:46Z,0,"Memang hebat dua  periode kemarin itu, anak-anak sekolah minim kompetisi, guru-guru sangat santai dalam mengajar bahkan tak perlu ada murid pintar semua dijamin tidak tinggal kelas dan tetap lulus sekolah. Pentas seni masuk kurikulum menjelang kelulusan siswa yang kadang butuh biaya mahal. Acara cerdas cermat di televisi sudah lama hilang, olimpiade matematika, fisika sudah tidak populer. Yang lebih miris malah judi online dan pinjaman online yang semakin marak.",True
@1millionsubscriberfornothi716,2024-11-07T18:05:50Z,0,Apa yang lu mau harapkan di dunia pendidikan jika pemimpinnya gak berpendidikan dengan baik… 😂,True
